name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
Sports Champions	PS3	2010	Sports	Sony Computer Entertainment	2130000	1120000	100000	500000	7.6	64	7.9	104	"SCEA, Zindagi Games"	E10+
Call of War: Ghosts	PS4	2013	Shooter	Activision	1780000	1430000	50000	570000	7.8	49	3.7	1564	Infinity Ward	M
Flash Focus: Vision Training in Minutes a Day	DS	2007	Misc	Ninti	860000	1560000	1050000	350000	5.9	22	4	4	"Ninti, Namco Bandai Games"	E
Tom Clancy's The Division	PS4	2016	Shooter	Ubisoft	1350000	1700000	150000	600000	8	64	7	2219	Massive Entertainment	M
Big Brain Academy: Weii Degree	Weii	2007	Misc	Ninti	1050000	1910000	410000	420000	6.8	33	6.9	39	Ninti	E
LEGO Indiana Jones: The Original Adventures	X360	2008	Action	Activision	2400000	1010000	0	360000	7.7	60	7.5	66	Traveller's Tales	E10+
The Sims: Unleashed	PC	2002	Simulation	Electronic Arts	2030000	1560000	0	170000	7.9	21	8	29	Maxis	T
Harry Potter and the Sorcerer's Stone	PS	2001	Action	Electronic Arts	1370000	2000000	140000	220000	6.4	11	7.5	41	Argonaut Games	E
Super Paper Marrison	Weii	2007	Platform	Ninti	1950000	860000	590000	310000	8.5	56	7.9	417	Intelligent Systems	E
Spyro: Year of the Dragon	PS	2000	Platform	Sony Computer Entertainment	1930000	1580000	0	190000	9.1	15	8.8	207	Insomniac Games	E
Assassin's Creed IV: Black Flag	PS3	2013	Action	Ubisoft	1330000	1680000	130000	570000	8.8	36	8.1	840	Ubisoft	M
FIFA Soccer 2005	PS2	2004	Sports	Electronic Arts	580000	2480000	40000	590000	8.1	27	7.6	56	EA Canada	E
Tony Hawk's Pro Skater 4	PS2	2002	Sports	Activision	2130000	1180000	10000	350000	9.4	27	8.5	128	Neversoft Entertainment	T
MySims	DS	2007	Simulation	Electronic Arts	1580000	1590000	80000	410000	6.7	15	7.3	13	TOSE	E
Midnight Club 3: DUB Edition	PSP	2005	Racing	Take-Two Interactive	1650000	1210000	0	790000	7.4	34	8.4	31	Rockstar Leeds	E10+
SOCOM: U.S. Navy SEALs	PS2	2002	Shooter	Sony Computer Entertainment	2530000	810000	60000	240000	8.2	42	7.9	82	Zipper Interactive	M
Jak and Daxter: The Precursor Legacy	PS2	2001	Platform	Sony Computer Entertainment	2080000	1090000	150000	330000	9	35	8.7	312	Naughty Dog	E
Pro Evolution Soccer 2008	PS2	2007	Sports	Konami Digital Entertainment	50000	0	640000	2930000	8.2	10	7.9	38	Konami	E
Resident Evil 4	PS2	2005	Action	Capcom	2080000	830000	460000	250000	9.6	38	8.9	1013	Capcom	M
Guitar Hero: World Tour	Weii	2008	Misc	Activision	2320000	960000	0	340000	8.6	18	7.6	71	Vicarious Visions	T
FIFA Soccer 10	PS3	2009	Sports	Electronic Arts	600000	2450000	50000	520000	9.1	56	7.6	203	EA Sports	E
Star Wars: Battlefront	PS2	2004	Shooter	LucasArts	1930000	1220000	30000	440000	8.2	36	8.7	142	Pandemic Studios	T
The Simpsons: Road Rage	PS2	2001	Racing	Electronic Arts	2020000	1170000	0	420000	6.4	23	7.7	32	Fox Interactive	T
Luigi's Mansion	GC	2001	Action	Ninti	2380000	670000	460000	100000	7.8	34	8.5	161	Ninti	E
Battlefield 4	PS4	2013	Shooter	Electronic Arts	1350000	1550000	170000	510000	8.5	18	6.9	1580	EA DICE	M
Star Wars: Battlefront II	PS2	2005	Shooter	LucasArts	2180000	1020000	30000	370000	8.4	30	9	268	Pandemic Studios	T
Just Dance 2014	Weii	2013	Misc	Ubisoft	1880000	1390000	0	310000	NA	NA	6.2	10	Ubisoft	E10+
Cooking Mama 2: Dinner With Friends	DS	2007	Simulation	505 Games	1600000	1490000	100000	390000	7	39	8	9	Office Create	E
Grand Steal Auto: Liberty City Stories	PS2	2006	Action	Take-Two Interactive	1560000	1400000	70000	500000	7.8	49	7.8	112	Rockstar Leeds	M
The Getaway	PS2	2002	Action	Sony Computer Entertainment	1230000	1770000	50000	490000	7.2	49	6.8	88	Team Soho	M
James Bond 007: Agent Under Fire	PS2	2001	Shooter	Electronic Arts	1900000	1130000	100000	410000	7.2	27	7.9	48	EA Redwood Shores	T
FIFA Soccer 11	X360	2010	Sports	Electronic Arts	710000	2390000	20000	400000	8.8	66	7.5	155	EA Sports	E
Left 4 Dead	X360	2008	Shooter	Electronic Arts	2660000	490000	50000	300000	8.9	67	7.9	1309	Certain Affinity	M
Assassin's Creed: Unity	XOne	2014	Action	Ubisoft	2270000	900000	0	330000	7.2	59	4.1	1005	"Ubisoft, Ubisoft Montreal"	M
Resident Evil 5	X360	2009	Action	Capcom	2110000	930000	120000	340000	8.3	91	7.5	523	Capcom	M
Assassin's Creed: Brotherhood	X360	2010	Action	Ubisoft	2850000	380000	30000	240000	8.9	81	8.3	693	Ubisoft Montreal	M
Battlefield 4	PS3	2013	Shooter	Electronic Arts	1300000	1420000	270000	500000	8	14	5.8	579	EA DICE	M
Batman: Arkham Asylum	X360	2009	Action	Eidos Interactive	2200000	950000	20000	310000	9.2	78	8.7	1080	Rocksteady Studios	T
Battlefield 4	X360	2013	Shooter	Electronic Arts	2150000	1010000	20000	310000	7.9	21	5.6	542	EA DICE	M
Battlefield: Bad Company 2	X360	2010	Shooter	Electronic Arts	2100000	1010000	40000	320000	8.8	75	8.6	869	EA DICE	M
Guitar Hero: On Tour	DS	2008	Misc	Activision	2100000	1010000	10000	350000	7.1	70	8.8	29	Vicarious Visions	E10+
Clubhouse Games	DS	2006	Misc	Ninti	590000	1790000	730000	340000	8.3	30	8.4	28	Agenda	E
Borderlands	X360	2009	Shooter	Take-Two Interactive	2400000	710000	30000	290000	8.4	83	8.2	715	Gearbox Software	M
Tekken 4	PS2	2002	Fighting	Namco Bandai Games	1550000	1270000	330000	290000	7.9	23	8.3	126	Namco	T
Metal Gear Solid V: The Phantom Pain	PS4	2015	Action	Konami Digital Entertainment	1090000	1360000	490000	480000	9.3	86	8.2	3943	"Kojima Productions, Moby Dick Studio"	M
Spider-Man 2	PS2	2004	Action	Activision	1750000	1200000	20000	430000	8	50	8.9	106	Treyarch	T
FIFA Soccer 2003	PS2	2002	Sports	Electronic Arts	460000	2280000	50000	610000	8.8	15	6.7	35	EA Canada	E
LittleBigPlanet 2	PS3	2011	Platform	Sony Computer Entertainment	1830000	1050000	60000	460000	9.1	86	8.4	657	Media Molecule	E
Crash Bash	PS	2000	Misc	Sony Computer Entertainment	1560000	1470000	190000	170000	6.8	12	8.2	99	Eurocom Entertainment Software	E
Assassin's Creed Syndicate	PS4	2015	Action	Ubisoft	810000	1990000	70000	520000	7.6	86	6.8	1319	Ubisoft Quebec	M
LEGO Batman: The Videogame	X360	2008	Action	Warner Bros. Interactive Entertainment	2040000	1020000	0	320000	7.6	49	7.9	75	Traveller's Tales	E10+
Destiny	XOne	2014	Shooter	Activision	2140000	920000	0	310000	7.5	11	5.5	1735	"Bungie Software, Bungie"	T
Far Cry 3	PS3	2012	Shooter	Ubisoft	880000	1700000	100000	670000	9	32	8.5	1041	Ubisoft Montreal	M
James Bond 007: Nightfire	PS2	2002	Shooter	Electronic Arts	1450000	1290000	120000	460000	7.7	20	8.5	66	Eurocom Entertainment Software	T
Star Wars Episode III: Revenge of the Sith	PS2	2005	Action	LucasArts	1470000	1390000	30000	430000	6	34	7.2	82	Double Helix Games	T
The Legend of Zelda: Spirit Tracks	DS	2009	Action	Ninti	1400000	910000	740000	260000	8.7	75	7.8	228	Ninti	E10+
Max Payne	PS2	2001	Shooter	Take-Two Interactive	1990000	1050000	50000	220000	8	21	8.5	86	Rockstar Toronto	M
Assassin's Creed IV: Black Flag	X360	2013	Action	Ubisoft	1900000	1110000	10000	290000	8.6	35	7.9	701	Ubisoft	M
The Lord of the Rings: The Return of the King	PS2	2003	Action	Electronic Arts	1500000	1280000	50000	460000	8.5	31	8.7	105	EA Games	T
Gears of War: Ultimate Edition	XOne	2015	Shooter	Microsoft Game Studios	2610000	330000	0	340000	8.2	74	7.5	563	"Splash Damage, The Coalition"	M
True Crime: Streets of LA	PS2	2003	Action	Activision	1890000	1050000	20000	310000	7.7	39	8	94	"Luxoflux, Inc."	M
Professor Layton and the Unwound Future	DS	2008	Puzzle	Ninti	600000	1570000	820000	270000	8.6	62	9.2	111	Level 5	E10+
FIFA 16	XOne	2015	Sports	Electronic Arts	890000	2120000	0	240000	8.4	45	4.4	459	EA Sports	E
Weii Music	Weii	2008	Misc	Ninti	1350000	1110000	460000	320000	6.3	43	4.6	116	Ninti	E
Madden NFL 16	PS4	2015	Sports	Electronic Arts	2340000	300000	0	600000	8.3	37	5.9	180	EA Sports	E
Gran Turismo 6	PS3	2013	Racing	Sony Computer Entertainment	720000	1670000	400000	440000	8.1	81	7.7	758	Polyphony Digital	E
Halo: The Master Chief Collection	XOne	2014	Shooter	Microsoft Game Studios	1910000	1000000	30000	290000	8.5	69	7.2	1267	343 Industries	M
Super Marrison Maker	WeiiU	2015	Platform	Ninti	1180000	890000	940000	200000	8.8	85	8.7	691	Ninti	E
God of War: Chains of Olympus	PSP	2008	Action	Sony Computer Entertainment	1480000	1000000	40000	660000	9.1	79	8.6	565	Ready at Dawn	M
Enter the Matrix	PS2	2003	Action	Atari	1780000	1120000	90000	190000	6.2	30	8.1	137	Shiny Entertainment	T
Crisis Core: Final Fantasy VII	PSP	2007	Role-Playing	Square Enix	1350000	590000	800000	430000	8.3	67	8	463	Square Enix	T
L.A. Noire	PS3	2011	Adventure	Take-Two Interactive	1270000	1290000	120000	490000	8.9	78	7.7	1010	Team Bondi	M
Animal Crossing	GC	2001	Simulation	Ninti	1920000	160000	990000	90000	8.7	42	8.9	137	Ninti	E
FIFA Soccer 08	PS2	2007	Sports	Electronic Arts	680000	0	0	2460000	8.3	12	6.5	36	EA Canada	E
Club Penguin: Elite Penguin Force	DS	2008	Adventure	Disney Interactive Studios	1870000	970000	0	300000	NA	NA	8	37	1st Playable Productions	E
Spider-Man	PS	2000	Action	Activision	1700000	1250000	20000	160000	8.7	19	9	107	Neversoft Entertainment	E
Marrison Party 9	Weii	2012	Misc	Ninti	1060000	1090000	760000	220000	7.3	45	6.8	155	Nd Cube	E
Sonic Rush	DS	2005	Platform	Sega	1210000	1560000	60000	290000	8.2	43	8.5	101	"Dimps Corporation, Sonic Team"	E
Rhythm Heaven	DS	2008	Misc	Ninti	550000	500000	1930000	130000	8.3	48	9	63	Ninti	E
Fallout: New Vegas	PS3	2010	Role-Playing	Bethesda Softworks	1520000	1030000	100000	460000	8.2	57	7.8	492	Obsidian Entertainment	M
Personal Trainer: Cooking	DS	2006	Misc	Ninti	900000	1000000	1030000	170000	8.1	12	7.8	10	Indies Zero	E
The Elder Scrolls IV: Oblivion	PS3	2007	Role-Playing	Ubisoft	1690000	850000	140000	430000	9.3	45	8	604	4J Studios	M
The Legend of Zelda: A Link Between Worlds	3DS	2013	Action	Ninti	1400000	1010000	460000	230000	9.1	81	8.9	1057	Ninti	E
Resident Evil 6	PS3	2012	Shooter	Capcom	880000	940000	880000	400000	7.4	34	5.4	1304	Capcom	M
Mass Effect 2	X360	2010	Role-Playing	Electronic Arts	1990000	810000	30000	270000	9.6	98	8.9	3143	BioWare	M
Dragon Ball Z: Budokai	PS2	2002	Fighting	Atari	2170000	280000	550000	80000	6.7	28	7.9	71	Dimps Corporation	T
Madden NFL 2002	PS2	2001	Sports	Electronic Arts	2500000	160000	10000	420000	9.4	23	7.9	46	EA Sports	E
The Sims: Vacation	PC	2002	Simulation	Electronic Arts	1720000	1210000	0	140000	7.5	18	7.8	22	Maxis	T
Animal Crossing: Happy Home Designer	3DS	2015	Simulation	Ninti	510000	1020000	1400000	120000	6.6	60	6.9	106	Ninti	E
The Sims 4	PC	2014	Simulation	Electronic Arts	1000000	1820000	0	230000	7	74	3.9	2057	Maxis	T
Borderlands 2	X360	2012	Shooter	Take-Two Interactive	1890000	880000	40000	250000	8.9	59	8.2	892	Gearbox Software	M
LEGO Batman: The Videogame	DS	2008	Action	Warner Bros. Interactive Entertainment	1750000	1010000	0	290000	7.2	16	8	16	TT Fusion	E10+
Kung Fu Panda	X360	2008	Action	Activision	1910000	840000	0	290000	7.5	42	7.4	32	"Luxoflux, Inc."	E10+
Mass Effect 3	X360	2012	Role-Playing	Electronic Arts	1940000	840000	30000	240000	9.3	74	5.8	3725	BioWare	M
Heavy Rain	PS3	2010	Adventure	Sony Computer Entertainment	1290000	1210000	60000	470000	8.7	107	7.7	2759	Quantic Dream	M
Saints Row 2	X360	2008	Action	THQ	1940000	790000	20000	280000	8.1	75	8.1	307	Volition Inc.	M
Tom Clancy's Splinter Cell	XB	2002	Action	Ubisoft	1850000	1040000	0	130000	9.3	46	8.5	121	Ubisoft Montreal	T
FIFA 14	PS4	2013	Sports	Electronic Arts	610000	1850000	110000	440000	8.7	26	6.3	616	EA Canada	E
Killzone 2	PS3	2009	Shooter	Sony Computer Entertainment	1400000	1060000	80000	470000	9.1	94	8.1	1505	Guerrilla	M
Far Cry 3	X360	2012	Shooter	Ubisoft	1380000	1320000	20000	280000	9.1	39	8.6	1247	Ubisoft Montreal	M
Epic Mickey	Weii	2010	Platform	Disney Interactive Studios	2040000	630000	120000	220000	7.3	78	7	131	Junction Point	E
NBA 2K13	X360	2012	Sports	Take-Two Interactive	2600000	200000	10000	190000	8.8	41	7.2	131	Visual Concepts	E
Dragon Ball Z: Budokai Tenkaichi 3	PS2	2007	Fighting	Atari	1150000	0	760000	1090000	7.3	24	9.2	173	"Spike, Namco Bandai Games"	T
The Sims: Livin Large	PC	2000	Misc	Electronic Arts	1670000	1180000	0	130000	8.2	23	6.6	20	Maxis	T
World Soccer Winning Eleven 6 International	PS2	2002	Sports	Konami Digital Entertainment	120000	1260000	1160000	450000	9.3	24	9.1	65	KCET	E
Devil May Cry	PS2	2001	Action	Capcom	1360000	860000	640000	130000	9.4	37	8.5	466	Capcom	M
Star Wars: The Old Republic	PC	2011	Role-Playing	Electronic Arts	1580000	1010000	0	380000	8.5	73	5.9	2748	"LucasArts, BioWare"	T
Middle-Earth: Shadow of Mordor	PS4	2014	Action	Warner Bros. Interactive Entertainment	1010000	1430000	50000	470000	8.4	85	8.1	1886	Monolith Productions	M
Sonic Heroes	PS2	2003	Platform	Sega	1040000	1370000	60000	490000	6.4	29	7.8	94	Sonic Team	E
Hitman 2: Silent Assassin	PS2	2002	Action	Eidos Interactive	1360000	1150000	40000	410000	8.5	19	7.8	78	Io Interactive	M
Titanfall	XOne	2014	Shooter	Electronic Arts	1840000	800000	40000	270000	8.6	68	6.4	2658	Respawn Entertainment	M
Battlefield: Bad Company 2	PS3	2010	Shooter	Electronic Arts	1330000	1100000	80000	440000	8.8	59	8.5	572	EA DICE	M
SOCOM II: U.S. Navy SEALs	PS2	2003	Shooter	Sony Computer Entertainment	2220000	510000	60000	150000	8.7	42	9	93	Zipper Interactive	M
Pac-Man Collection	GBA	2001	Puzzle	Atari	2070000	770000	50000	50000	7.9	13	7.8	4	Mass Media	E
Street Fighter IV	X360	2009	Fighting	Capcom	1820000	700000	150000	260000	9.3	77	7.3	292	Capcom	T
inFAMOUS	PS3	2009	Action	Sony Computer Entertainment	1760000	680000	120000	370000	8.5	98	8.3	1172	Sucker Punch	T
Kirby Super Star Ultra	DS	2008	Platform	Ninti	1550000	40000	1190000	150000	7.6	40	8.8	76	HAL Labs	E
Call of War: Ghosts	XOne	2013	Shooter	Activision	1880000	770000	0	270000	7.8	7	4.3	700	Infinity Ward	M
FIFA 15	X360	2014	Sports	Electronic Arts	790000	1920000	0	210000	NA	NA	4.2	85	EA Sports	E
Mass Effect	X360	2007	Role-Playing	Microsoft Game Studios	1830000	790000	30000	270000	9.1	74	8.7	1692	BioWare	M
Sonic Mega Collection Plus	PS2	2004	Misc	Sega	1540000	1140000	0	220000	7.3	21	8.6	30	Sonic Team	E
World Soccer Winning Eleven 7 International	PS2	2003	Sports	Konami Digital Entertainment	80000	1240000	1130000	450000	9.3	28	9	45	KCET	E
Sega Superstars Tennis	X360	2008	Sports	Sega	1750000	860000	0	280000	6.7	45	6.8	18	Sumo Digital	E10+
Hot Shots Golf 3	PS2	2001	Sports	Sony Computer Entertainment	990000	320000	1380000	200000	8.5	30	8.9	16	Clap Hanz	E
Cooking Mama: Cook Off	Weii	2007	Simulation	505 Games	1410000	1120000	50000	300000	6.1	37	5.3	23	OfficeCreate	E
Call of War: Finest Hour	PS2	2004	Shooter	Activision	1510000	1120000	10000	240000	7.6	49	7.7	69	Spark Unlimited	T
WarioWare: Smooth Moves	Weii	2006	Puzzle	Ninti	860000	1040000	730000	260000	8.3	61	7.4	179	Intelligent Systems	E10+
Imagine: Babyz	DS	2007	Simulation	Ubisoft	1300000	1260000	0	310000	NA	NA	7.7	15	Ubisoft	E
Madden NFL 13	X360	2012	Sports	Electronic Arts	2530000	150000	0	170000	8.1	36	5.8	179	EA Tiburon	E
The Elder Scrolls III: Morrowind	XB	2002	Role-Playing	Ubisoft	2090000	630000	30000	110000	8.7	34	8.7	111	Bethesda Softworks	T
Assassin's Creed IV: Black Flag	PS4	2013	Action	Ubisoft	1070000	1310000	60000	420000	8.3	29	7.8	1530	Ubisoft	M
Mortal Kombat	PS3	2011	Fighting	Warner Bros. Interactive Entertainment	1980000	530000	0	340000	8.4	60	8.4	494	NetherRealm Studios	M
Madden NFL 10	X360	2009	Sports	Electronic Arts	2520000	90000	0	220000	8.5	58	6.1	90	EA Tiburon	E
BioShock	X360	2007	Shooter	Take-Two Interactive	1650000	850000	50000	280000	9.6	88	8.9	2249	"Irrational Games, 2K Marin"	M
Metroid Prime	GC	2002	Shooter	Ninti	1960000	670000	100000	90000	9.7	70	9.3	747	Retro Studios	T
Assassin's Creed: Brotherhood	PS3	2010	Action	Ubisoft	1870000	550000	110000	290000	9	59	8.2	791	Ubisoft Montreal	M
Finding Nemo	GBA	2003	Action	THQ	1590000	1050000	40000	140000	NA	NA	7	8	Vicarious Visions	E
Zumba Fitness 2	Weii	2011	Sports	Majesco Entertainment	1510000	1030000	0	270000	NA	NA	NA	NA	"Majesco Games, Majesco"	T
Medal of Honor	PS3	2010	Shooter	Electronic Arts	1280000	1040000	70000	420000	7.5	56	7.5	286	"EA DICE, Danger Close"	M
Imagine: Fashion Designer	DS	2007	Simulation	Ubisoft	1320000	1190000	0	300000	NA	NA	7.6	7	Virtual Toys	E
inFAMOUS: Second Son	PS4	2014	Action	Sony Computer Entertainment	1280000	980000	70000	460000	8	90	7.9	2944	Sucker Punch	T
NBA Street	PS2	2001	Sports	Electronic Arts	2190000	220000	0	380000	8.9	22	8.6	39	NuFX	E
Jak II	PS2	2003	Platform	Sony Computer Entertainment	1680000	740000	0	360000	8.7	47	8.2	241	Naughty Dog	T
Need for Speed: Hot Pursuit	PS3	2010	Racing	Electronic Arts	1050000	1230000	30000	470000	8.9	59	7.2	301	Criterion Games	E10+
Skylanders: Spyro's Adventure	Weii	2011	Action	Activision	1350000	1130000	0	300000	8.1	11	5.6	31	Toys for Bob	E10+
Battlefield 3	PC	2011	Shooter	Electronic Arts	890000	1430000	0	460000	8.9	61	7.5	4926	EA DICE	M
Mortal Kombat X	PS4	2015	Fighting	Warner Bros. Interactive Entertainment	1500000	800000	0	480000	8.3	81	7.7	836	"Warner Bros. Interactive Entertainment, NetherRealm Studios"	M
The Sims	PS2	2003	Simulation	Electronic Arts	1410000	1120000	0	240000	8.3	33	7.7	46	Edge of Reality	T
Killzone 3	PS3	2011	Shooter	Sony Computer Entertainment	1450000	860000	90000	380000	8.4	85	7.9	942	Guerrilla	M
Star Wars: The Force Unleashed	X360	2008	Action	LucasArts	1740000	770000	0	260000	7.3	74	6.7	389	LucasArts	T
Yoshi's Island DS	DS	2006	Platform	Ninti	1450000	70000	1100000	150000	8.1	42	7.4	67	Artoon	E
Saints Row: The Third	X360	2011	Action	THQ	1250000	1140000	70000	300000	8.4	70	7.6	490	Volition Inc.	M
Tekken 6	PS3	2009	Fighting	Namco Bandai Games	1200000	970000	170000	420000	7.9	63	7.4	211	Namco Bandai Games	T
Sonic and the Secret Rings	Weii	2007	Platform	Sega	1210000	1190000	40000	290000	6.9	44	6.6	174	Sonic Team	E
FIFA 16	PS3	2015	Sports	Electronic Arts	410000	1840000	50000	400000	NA	NA	3.2	58	EA Sports	E
The Legend of Zelda: A Link to the Past	GBA	2002	Action	Ninti	1750000	520000	330000	100000	9.5	30	9.1	314	Capcom	E
L.A. Noire	X360	2011	Adventure	Take-Two Interactive	1520000	920000	20000	240000	8.9	83	7.8	893	Team Bondi	M
Call of War 3	X360	2006	Shooter	Activision	1490000	920000	20000	270000	8.2	71	6.5	233	Treyarch	T
Madden NFL 12	X360	2011	Sports	Electronic Arts	2420000	110000	0	160000	7.8	55	5.9	94	EA Tiburon	E
LEGO Star Wars II: The Original Trilogy	PS2	2006	Action	LucasArts	1850000	640000	10000	190000	8.4	32	9	41	Traveller's Tales	E10+
Killzone: Shadow Fall	PS4	2013	Shooter	Sony Computer Entertainment	890000	1330000	80000	390000	7.3	88	6.8	2102	Guerrilla	M
Madden NFL 11	X360	2010	Sports	Electronic Arts	2380000	120000	0	180000	8.4	47	5.7	120	EA Tiburon	E
Burnout 3: Takedown	PS2	2004	Racing	Electronic Arts	1230000	1110000	0	340000	9.3	52	9.1	271	Criterion Games	T
Marrison vs. Donkey Kong: Mini-Land Mayhem!	DS	2010	Puzzle	Ninti	1630000	510000	350000	180000	7.9	51	7.7	18	Ninti	E
Professor Layton and the Last Specter	DS	2009	Puzzle	Ninti	280000	1390000	680000	320000	8.3	58	8.7	52	Level 5	E10+
Call Of War 2: Big Red One	PS2	2005	Shooter	Activision	1480000	920000	10000	260000	7.7	39	8.2	69	Treyarch	T
Fable	XB	2004	Role-Playing	Microsoft Game Studios	1990000	580000	0	90000	8.5	87	8.5	268	Big Blue Box	M
Guitar Hero: World Tour	X360	2008	Misc	Activision	1780000	630000	0	250000	8.5	67	6.3	171	Neversoft Entertainment	T
FIFA 17	XOne	2016	Sports	Electronic Arts	430000	2050000	0	170000	8.4	50	5.5	201	"EA Sports, EA Vancouver"	E
Hannah Montana	DS	2006	Action	Disney Interactive Studios	1590000	800000	0	260000	NA	NA	6.7	10	DC Studios	E
Tom Clancy's Splinter Cell	PS2	2003	Action	Ubisoft	1150000	1110000	0	400000	8.9	24	7.7	102	Ubisoft Shanghai	T
Need for Speed: Shift	PS3	2009	Racing	Electronic Arts	690000	1400000	40000	520000	8.4	55	6.9	113	Slightly Mad Studios	E
Medal of Honor Heroes	PSP	2006	Shooter	Electronic Arts	860000	1110000	10000	660000	7.1	24	7.9	47	Team Fusion	T
Final Fantasy XIII-2	PS3	2011	Role-Playing	Square Enix	780000	730000	890000	230000	7.9	53	6.6	707	Square Enix	T
Midnight Club: Street Racing	PS2	2000	Racing	Take-Two Interactive	2000000	470000	20000	140000	7.8	18	7.8	21	Angel Studios	T
Skate 3	X360	2010	Sports	Electronic Arts	1470000	930000	0	240000	8	65	8	127	EA Black Box	T
ESPN NFL 2K5	PS2	2004	Sports	Sega	2150000	120000	0	360000	9	37	8.2	84	Visual Concepts	E
Halo Wars	X360	2009	Strategy	Microsoft Game Studios	1540000	800000	40000	240000	8.2	92	7.2	454	Ensemble Studios	T
NBA 2K12	X360	2011	Sports	Take-Two Interactive	2310000	140000	10000	160000	9	42	7.7	134	Visual Concepts	E
FIFA Soccer 10	X360	2009	Sports	Electronic Arts	590000	1790000	10000	230000	9	63	7.5	133	EA Sports	E
Medal of Honor	X360	2010	Shooter	Electronic Arts	1560000	800000	40000	210000	7.4	71	6.7	288	"Dice, Danger Close"	M
Harry Potter and the Chamber of Secrets	PS2	2002	Action	Electronic Arts	900000	1220000	40000	440000	7.1	16	7.6	49	Electronic Arts	E
God of War Collection	PS3	2009	Action	Sony Computer Entertainment	1700000	440000	60000	400000	9.1	50	8.7	529	Bluepoint Games	M
NBA Live 2005	PS2	2004	Sports	Electronic Arts	2030000	210000	0	350000	8.4	21	8.1	44	EA Canada	E
Marrison Strikers Charged	Weii	2007	Sports	Ninti	1050000	1050000	240000	240000	7.9	47	8	124	Next Level Games	E10+
FIFA Soccer 09	PS3	2008	Sports	Electronic Arts	480000	1630000	40000	430000	8.7	42	7.5	108	EA Canada	E
